date,location,fully_vaccinated,fully_vaccinated_per_hundred
2021-04-16,Colorado,1405861,24.41
2021-04-17,Colorado,1441796,25.04
2021-04-18,Colorado,1482555,25.74
2021-04-19,Colorado,1510363,26.23
2021-04-20,Colorado,1535815,26.67
2021-04-21,Colorado,1561775,27.12
2021-04-22,Colorado,1596141,27.72
2021-04-23,Colorado,1636956,28.43
2021-04-24,Colorado,1639963,28.48
2021-04-25,Colorado,1727477,30
2021-04-26,Colorado,1745232,30.31
2021-04-27,Colorado,1767903,30.7
2021-04-28,Colorado,1792395,31.12
2021-04-29,Colorado,1824323,31.68
2021-04-30,Colorado,1856500,32.24
2021-05-01,Colorado,1901152,33.01
2021-05-02,Colorado,1932846,33.56
2021-05-03,Colorado,1948978,33.84
2021-05-04,Colorado,1972476,34.25
2021-05-05,Colorado,2003556,34.79
2021-05-06,Colorado,2045903,35.53
2021-05-07,Colorado,2088505,36.27
2021-05-08,Colorado,2126931,36.93
2021-05-09,Colorado,2172481,37.72
2021-05-10,Colorado,2204647,38.28
2021-05-11,Colorado,2230840,38.74
2021-05-12,Colorado,2250378,39.08
2021-05-13,Colorado,2271616,39.45
2021-05-14,Colorado,2307952,40.08
2021-05-15,Colorado,2335422,40.55
2021-05-16,Colorado,2369139,41.14
2021-05-17,Colorado,2380766,41.34
2021-05-18,Colorado,2393650,41.57
2021-05-19,Colorado,2415380,41.94
2021-05-20,Colorado,2435657,42.29
2021-05-21,Colorado,2436954,42.32
2021-05-22,Colorado,2487412,43.19
2021-05-23,Colorado,2504451,43.49
2021-05-24,Colorado,2513029,43.64
2021-05-25,Colorado,2526489,43.87
2021-05-26,Colorado,2544297,44.18
2021-05-27,Colorado,2559111,44.44
2021-05-28,Colorado,2576105,44.73
2021-05-29,Colorado,2591962,45.01
2021-05-30,Colorado,2604913,45.23
2021-05-31,Colorado,,
2021-06-01,Colorado,2616155,45.43
2021-06-02,Colorado,2626500,45.61
2021-06-03,Colorado,2637501,45.8
2021-06-04,Colorado,2651999,46.05
2021-06-05,Colorado,2652494,46.06
2021-06-06,Colorado,2671305,46.39
2021-06-07,Colorado,2687659,46.67
2021-06-08,Colorado,2710559,47.07
2021-06-09,Colorado,2710899,47.07
2021-06-10,Colorado,2728692,47.38
2021-06-11,Colorado,2748502,47.73
2021-06-12,Colorado,2763327,47.98
2021-06-13,Colorado,2777997,48.24
2021-06-14,Colorado,2778686,48.25
2021-06-15,Colorado,2794824,48.53
2021-06-16,Colorado,2833756,49.21
2021-06-17,Colorado,2847420,49.45
2021-06-18,Colorado,2855798,49.59
2021-06-19,Colorado,2873834,49.9
2021-06-20,Colorado,2885479,50.11
2021-06-21,Colorado,2891061,50.2
2021-06-22,Colorado,2897391,50.31
2021-06-23,Colorado,2906587,50.47
2021-06-24,Colorado,2917366,50.66
2021-06-25,Colorado,2926730,50.82
2021-06-26,Colorado,2942303,51.09
2021-06-27,Colorado,2962358,51.44
2021-06-28,Colorado,2968677,51.55
2021-06-29,Colorado,2977688,51.71
2021-06-30,Colorado,2984290,51.82
2021-07-01,Colorado,2992902,51.97
2021-07-02,Colorado,2997883,52.06
2021-07-03,Colorado,3007895,52.23
2021-07-04,Colorado,3012921,52.32
2021-07-05,Colorado,,
2021-07-06,Colorado,3018088,52.41
2021-07-07,Colorado,3023752,52.51
2021-07-08,Colorado,3030014,52.62
2021-07-09,Colorado,3030289,52.62
2021-07-10,Colorado,3043908,52.86
2021-07-11,Colorado,3048258,52.93
2021-07-12,Colorado,3052169,53
2021-07-13,Colorado,3056100,53.07
2021-07-14,Colorado,3061388,53.16
2021-07-15,Colorado,3066574,53.25
2021-07-16,Colorado,3071436,53.34
2021-07-17,Colorado,3077109,53.43
2021-07-18,Colorado,3080815,53.5
2021-07-19,Colorado,3083206,53.54
2021-07-20,Colorado,3086226,53.59
2021-07-21,Colorado,3091502,53.68
2021-07-22,Colorado,3096731,53.77
2021-07-23,Colorado,3101062,53.85
2021-07-24,Colorado,3106599,53.95
2021-07-25,Colorado,3110403,54.01
2021-07-26,Colorado,3112458,54.05
2021-07-27,Colorado,3115137,54.09
2021-07-28,Colorado,3119109,54.16
2021-07-29,Colorado,3123919,54.25
2021-07-30,Colorado,3128681,54.33
2021-07-31,Colorado,3134331,54.43
2021-08-01,Colorado,3138193,54.49
2021-08-02,Colorado,3140777,54.54
2021-08-03,Colorado,3143513,54.59
2021-08-04,Colorado,3148013,54.66
2021-08-05,Colorado,3152572,54.74
2021-08-06,Colorado,3157207,54.82
2021-08-07,Colorado,3162098,54.91
2021-08-08,Colorado,3166212,54.98
2021-08-09,Colorado,3168267,55.02
2021-08-10,Colorado,3171403,55.07
2021-08-11,Colorado,3175463,55.14
2021-08-12,Colorado,3179819,55.22
2021-08-13,Colorado,3187629,55.35
2021-08-14,Colorado,3193988,55.46
2021-08-15,Colorado,3198494,55.54
2021-08-16,Colorado,3201282,55.59
2021-08-17,Colorado,3203826,55.63
2021-08-18,Colorado,3208698,55.72
2021-08-19,Colorado,3214152,55.81
2021-08-20,Colorado,3219253,55.9
2021-08-21,Colorado,3225691,56.01
2021-08-22,Colorado,3231807,56.12
2021-08-23,Colorado,3234958,56.17
2021-08-24,Colorado,3239024,56.25
2021-08-25,Colorado,3245077,56.35
2021-08-26,Colorado,3251094,56.45
2021-08-27,Colorado,3256973,56.56
2021-08-28,Colorado,3263934,56.68
2021-08-29,Colorado,3270331,56.79
2021-01-12,Connecticut,4174,0.12
2021-01-13,Connecticut,5268,0.15
2021-01-14,Connecticut,,
2021-01-15,Connecticut,17162,0.48
2021-01-16,Connecticut,,
2021-01-17,Connecticut,,
2021-01-18,Connecticut,,
2021-01-19,Connecticut,23150,0.65
2021-01-20,Connecticut,25018,0.7
2021-01-21,Connecticut,28602,0.8
2021-01-22,Connecticut,33149,0.93
2021-01-23,Connecticut,37098,1.04
2021-01-24,Connecticut,40506,1.14
2021-01-25,Connecticut,42421,1.19
2021-01-26,Connecticut,45190,1.27
2021-01-27,Connecticut,51939,1.46
2021-01-28,Connecticut,59437,1.67
2021-01-29,Connecticut,67624,1.9
2021-01-30,Connecticut,73706,2.07
2021-01-31,Connecticut,79511,2.23
2021-02-01,Connecticut,83855,2.35
2021-02-02,Connecticut,86602,2.43
2021-02-03,Connecticut,90574,2.54
2021-02-04,Connecticut,97568,2.74
2021-02-05,Connecticut,106224,2.98
2021-02-06,Connecticut,115349,3.24
2021-02-07,Connecticut,123198,3.46
2021-02-08,Connecticut,127194,3.57
2021-02-09,Connecticut,133196,3.74
2021-02-10,Connecticut,142918,4.01
2021-02-11,Connecticut,154639,4.34
2021-02-12,Connecticut,167894,4.71
2021-02-13,Connecticut,183146,5.14
2021-02-14,Connecticut,191978,5.38
2021-02-15,Connecticut,,
2021-02-16,Connecticut,206920,5.8
2021-02-17,Connecticut,218777,6.14
2021-02-18,Connecticut,231795,6.5
2021-02-19,Connecticut,253770,7.12
2021-02-20,Connecticut,265343,7.44
2021-02-21,Connecticut,270792,7.6
2021-02-22,Connecticut,277754,7.79
2021-02-23,Connecticut,280425,7.87
2021-02-24,Connecticut,283844,7.96
2021-02-25,Connecticut,286522,8.04
2021-02-26,Connecticut,291338,8.17
2021-02-27,Connecticut,296178,8.31
2021-02-28,Connecticut,301151,8.45
2021-03-01,Connecticut,306075,8.58
2021-03-02,Connecticut,307686,8.63
2021-03-03,Connecticut,311505,8.74
2021-03-04,Connecticut,314508,8.82
2021-03-05,Connecticut,318025,8.92
2021-03-06,Connecticut,321484,9.02
2021-03-07,Connecticut,325922,9.14
2021-03-08,Connecticut,340912,9.56
2021-03-09,Connecticut,345611,9.69
2021-03-10,Connecticut,354352,9.94
2021-03-11,Connecticut,362671,10.17
2021-03-12,Connecticut,374997,10.52
2021-03-13,Connecticut,496388,13.92
2021-03-14,Connecticut,496443,13.92
2021-03-15,Connecticut,509812,14.3
2021-03-16,Connecticut,517141,14.5
2021-03-17,Connecticut,528525,14.82
2021-03-18,Connecticut,543501,15.24
2021-03-19,Connecticut,559558,15.69
2021-03-20,Connecticut,574848,16.12
2021-03-21,Connecticut,589228,16.53
2021-03-22,Connecticut,603624,16.93
2021-03-23,Connecticut,608492,17.07
2021-03-24,Connecticut,618348,17.34
2021-03-25,Connecticut,632200,17.73
2021-03-26,Connecticut,646279,18.13
2021-03-27,Connecticut,664680,18.64
2021-03-28,Connecticut,682603,19.15
2021-03-29,Connecticut,697784,19.57
2021-03-30,Connecticut,713132,20
2021-03-31,Connecticut,725544,20.35
2021-04-01,Connecticut,743564,20.86
2021-04-02,Connecticut,765639,21.47
2021-04-03,Connecticut,795034,22.3
2021-04-04,Connecticut,816983,22.91
2021-04-05,Connecticut,839506,23.55
2021-04-06,Connecticut,843076,23.65
2021-04-07,Connecticut,862554,24.19
2021-04-08,Connecticut,887812,24.9
2021-04-09,Connecticut,919764,25.8
2021-04-10,Connecticut,944060,26.48
2021-04-11,Connecticut,974687,27.34
2021-04-12,Connecticut,1001744,28.1
2021-04-13,Connecticut,1020173,28.61
2021-04-14,Connecticut,1040433,29.18
2021-04-15,Connecticut,1058759,29.7
2021-04-16,Connecticut,1083206,30.38
2021-04-17,Connecticut,1104482,30.98
2021-04-18,Connecticut,1127897,31.64
2021-04-19,Connecticut,1147703,32.19
2021-04-20,Connecticut,1159600,32.52
2021-04-21,Connecticut,1177610,33.03
2021-04-22,Connecticut,1200180,33.66
2021-04-23,Connecticut,1223146,34.31
2021-04-24,Connecticut,1250211,35.07
2021-04-25,Connecticut,1278901,35.87
2021-04-26,Connecticut,1298869,36.43
2021-04-27,Connecticut,1306500,36.65
2021-04-28,Connecticut,1327319,37.23
2021-04-29,Connecticut,1350870,37.89
2021-04-30,Connecticut,1372774,38.5
2021-05-01,Connecticut,1402619,39.34
2021-05-02,Connecticut,1425477,39.98
2021-05-03,Connecticut,1437969,40.33
2021-05-04,Connecticut,1447776,40.61
2021-05-05,Connecticut,1467107,41.15
2021-05-06,Connecticut,1493571,41.89
2021-05-07,Connecticut,1522810,42.71
2021-05-08,Connecticut,1553340,43.57
2021-05-09,Connecticut,1581885,44.37
2021-05-10,Connecticut,1604622,45.01
2021-05-11,Connecticut,1620658,45.46
2021-05-12,Connecticut,1636981,45.91
2021-05-13,Connecticut,1656431,46.46
2021-05-14,Connecticut,1676325,47.02
2021-05-15,Connecticut,1698193,47.63
2021-05-16,Connecticut,1719771,48.24
2021-05-17,Connecticut,1737243,48.73
2021-05-18,Connecticut,1745551,48.96
2021-05-19,Connecticut,1757184,49.29
2021-05-20,Connecticut,1775334,49.79
2021-05-21,Connecticut,1793724,50.31
2021-05-22,Connecticut,1814854,50.9
2021-05-23,Connecticut,1816180,50.94
2021-05-24,Connecticut,1840832,51.63
2021-05-25,Connecticut,1846899,51.8
2021-05-26,Connecticut,1855397,52.04
2021-05-27,Connecticut,1868188,52.4
2021-05-28,Connecticut,1882829,52.81
2021-05-29,Connecticut,1893039,53.1
2021-05-30,Connecticut,1902655,53.37
2021-05-31,Connecticut,,
2021-06-01,Connecticut,1913791,53.68
2021-06-02,Connecticut,1915836,53.74
2021-06-03,Connecticut,1922629,53.93
2021-06-04,Connecticut,1930105,54.14
2021-06-05,Connecticut,1930551,54.15
2021-06-06,Connecticut,1954006,54.81
2021-06-07,Connecticut,1969483,55.24
2021-06-08,Connecticut,1977831,55.47
2021-06-09,Connecticut,1987048,55.73
2021-06-10,Connecticut,1999526,56.08
2021-06-11,Connecticut,1999786,56.09
2021-06-12,Connecticut,2016147,56.55
2021-06-13,Connecticut,2027759,56.88
2021-06-14,Connecticut,2037700,57.15
2021-06-15,Connecticut,2052314,57.56
2021-06-16,Connecticut,2064217,57.9
2021-06-17,Connecticut,2075632,58.22
2021-06-18,Connecticut,2083664,58.44
2021-06-19,Connecticut,2092108,58.68
2021-06-20,Connecticut,2097513,58.83
2021-06-21,Connecticut,2104399,59.02
2021-06-22,Connecticut,2107541,59.11
2021-06-23,Connecticut,2111110,59.21
2021-06-24,Connecticut,2115931,59.35
2021-06-25,Connecticut,2121480,59.5
2021-06-26,Connecticut,2128684,59.71
2021-06-27,Connecticut,2140390,60.03
2021-06-28,Connecticut,2156160,60.48
2021-06-29,Connecticut,2158601,60.54
2021-06-30,Connecticut,2162465,60.65
2021-07-01,Connecticut,2167566,60.8
2021-07-02,Connecticut,2172171,60.93
2021-07-03,Connecticut,2172669,60.94
2021-07-04,Connecticut,2179767,61.14
2021-07-05,Connecticut,,
2021-07-06,Connecticut,2184079,61.26
2021-07-07,Connecticut,2184860,61.28
2021-07-08,Connecticut,2188840,61.39
2021-07-09,Connecticut,2192962,61.51
2021-07-10,Connecticut,2196584,61.61
2021-07-11,Connecticut,2200143,61.71
2021-07-12,Connecticut,2203330,61.8
2021-07-13,Connecticut,2205208,61.85
2021-07-14,Connecticut,2207859,61.93
2021-07-15,Connecticut,2211353,62.02
2021-07-16,Connecticut,2214821,62.12
2021-07-17,Connecticut,2217856,62.21
2021-07-18,Connecticut,2220726,62.29
2021-07-19,Connecticut,2223568,62.37
2021-07-20,Connecticut,2225346,62.42
2021-07-21,Connecticut,2228046,62.49
2021-07-22,Connecticut,2231811,62.6
2021-07-23,Connecticut,2235296,62.7
2021-07-24,Connecticut,2238573,62.79
2021-07-25,Connecticut,2241441,62.87
2021-07-26,Connecticut,2243514,62.93
2021-07-27,Connecticut,2245059,62.97
2021-07-28,Connecticut,2246960,63.02
2021-07-29,Connecticut,2249771,63.1
2021-07-30,Connecticut,2253102,63.2
2021-07-31,Connecticut,2256204,63.28
2021-08-01,Connecticut,2259172,63.37
2021-08-02,Connecticut,2261543,63.43
2021-08-03,Connecticut,2261776,63.44
2021-08-04,Connecticut,2264139,63.51
2021-08-05,Connecticut,2267356,63.6
2021-08-06,Connecticut,2270704,63.69
2021-08-07,Connecticut,2273749,63.77
2021-08-08,Connecticut,2276740,63.86
2021-08-09,Connecticut,2279172,63.93
2021-08-10,Connecticut,2281033,63.98
2021-08-11,Connecticut,2283566,64.05
2021-08-12,Connecticut,2286455,64.13
2021-08-13,Connecticut,2290348,64.24
2021-08-14,Connecticut,2294658,64.36
2021-08-15,Connecticut,2297774,64.45
2021-08-16,Connecticut,2300866,64.54
2021-08-17,Connecticut,2302652,64.59
2021-08-18,Connecticut,2305801,64.67
2021-08-19,Connecticut,2309829,64.79
2021-08-20,Connecticut,2313968,64.9
2021-08-21,Connecticut,2317907,65.01
2021-08-22,Connecticut,2321946,65.13
2021-08-23,Connecticut,2322336,65.14
2021-08-24,Connecticut,2326321,65.25
2021-08-25,Connecticut,2329230,65.33
2021-08-26,Connecticut,2333880,65.46
2021-08-27,Connecticut,2338911,65.6
2021-08-28,Connecticut,2343049,65.72
2021-08-29,Connecticut,2347099,65.83
2021-01-12,Delaware,2784,0.29
2021-01-13,Delaware,4050,0.42
2021-01-14,Delaware,,
2021-01-15,Delaware,5354,0.55
2021-01-16,Delaware,,
2021-01-17,Delaware,,
2021-01-18,Delaware,,
2021-01-19,Delaware,6768,0.7
2021-01-20,Delaware,6919,0.71
2021-01-21,Delaware,7355,0.76
2021-01-22,Delaware,8847,0.91
2021-01-23,Delaware,10448,1.07
2021-01-24,Delaware,11464,1.18
2021-01-25,Delaware,11647,1.2
2021-01-26,Delaware,11724,1.2
2021-01-27,Delaware,12352,1.27
2021-01-28,Delaware,13121,1.35
2021-01-29,Delaware,14210,1.46
2021-01-30,Delaware,14956,1.54
2021-01-31,Delaware,16397,1.68
2021-02-01,Delaware,17628,1.81
2021-02-02,Delaware,18040,1.85
2021-02-03,Delaware,18568,1.91
2021-02-04,Delaware,20394,2.09
2021-02-05,Delaware,21264,2.18
2021-02-06,Delaware,22791,2.34
2021-02-07,Delaware,24245,2.49
2021-02-08,Delaware,25179,2.59
2021-02-09,Delaware,25405,2.61
2021-02-10,Delaware,26054,2.68
2021-02-11,Delaware,26864,2.76
2021-02-12,Delaware,27742,2.85
2021-02-13,Delaware,29423,3.02
2021-02-14,Delaware,31095,3.19
2021-02-15,Delaware,,
2021-02-16,Delaware,34002,3.49
2021-02-17,Delaware,35601,3.66
2021-02-18,Delaware,37499,3.85
2021-02-19,Delaware,43614,4.48
2021-02-20,Delaware,46527,4.78
2021-02-21,Delaware,46803,4.81
2021-02-22,Delaware,46587,4.78
2021-02-23,Delaware,48778,5.01
2021-02-24,Delaware,51176,5.26
2021-02-25,Delaware,54950,5.64
2021-02-26,Delaware,59922,6.15
2021-02-27,Delaware,65740,6.75
2021-02-28,Delaware,69293,7.12
2021-03-01,Delaware,73675,7.57
2021-03-02,Delaware,73766,7.58
2021-03-03,Delaware,81275,8.35
2021-03-04,Delaware,84956,8.72
2021-03-05,Delaware,89355,9.18
2021-03-06,Delaware,93706,9.62
2021-03-07,Delaware,97981,10.06
2021-03-08,Delaware,100543,10.33
2021-03-09,Delaware,103622,10.64
2021-03-10,Delaware,103844,10.66
2021-03-11,Delaware,108208,11.11
2021-03-12,Delaware,111344,11.43
2021-03-13,Delaware,115412,11.85
2021-03-14,Delaware,115574,11.87
2021-03-15,Delaware,120782,12.4
2021-03-16,Delaware,122819,12.61
2021-03-17,Delaware,124533,12.79
2021-03-18,Delaware,125907,12.93
2021-03-19,Delaware,127182,13.06
2021-03-20,Delaware,129418,13.29
2021-03-21,Delaware,131496,13.5
2021-03-22,Delaware,133398,13.7
2021-03-23,Delaware,133611,13.72
2021-03-24,Delaware,135570,13.92
2021-03-25,Delaware,138495,14.22
2021-03-26,Delaware,142013,14.58
2021-03-27,Delaware,146193,15.01
2021-03-28,Delaware,149897,15.39
2021-03-29,Delaware,152901,15.7
2021-03-30,Delaware,155441,15.96
2021-03-31,Delaware,159773,16.41
2021-04-01,Delaware,163586,16.8
2021-04-02,Delaware,167682,17.22
2021-04-03,Delaware,172112,17.67
2021-04-04,Delaware,176030,18.08
2021-04-05,Delaware,178080,18.29
2021-04-06,Delaware,178965,18.38
2021-04-07,Delaware,183714,18.87
2021-04-08,Delaware,187560,19.26
2021-04-09,Delaware,193963,19.92
2021-04-10,Delaware,201012,20.64
2021-04-11,Delaware,209192,21.48
2021-04-12,Delaware,212392,21.81
2021-04-13,Delaware,215263,22.11
2021-04-14,Delaware,222121,22.81
2021-04-15,Delaware,229230,23.54
2021-04-16,Delaware,236291,24.27
2021-04-17,Delaware,242893,24.94
2021-04-18,Delaware,249397,25.61
2021-04-19,Delaware,254251,26.11
2021-04-20,Delaware,256292,26.32
2021-04-21,Delaware,262007,26.91
2021-04-22,Delaware,268625,27.59
2021-04-23,Delaware,275559,28.3
2021-04-24,Delaware,282486,29.01
2021-04-25,Delaware,290409,29.82
2021-04-26,Delaware,294332,30.23
2021-04-27,Delaware,297377,30.54
2021-04-28,Delaware,304057,31.22
2021-04-29,Delaware,309366,31.77
2021-04-30,Delaware,316204,32.47
2021-05-01,Delaware,323760,33.25
2021-05-02,Delaware,330159,33.91
2021-05-03,Delaware,331610,34.05
2021-05-04,Delaware,334001,34.3
2021-05-05,Delaware,338706,34.78
2021-05-06,Delaware,338973,34.81
2021-05-07,Delaware,348871,35.83
2021-05-08,Delaware,353410,36.29
2021-05-09,Delaware,358385,36.8
2021-05-10,Delaware,362306,37.21
2021-05-11,Delaware,365865,37.57
2021-05-12,Delaware,368580,37.85
2021-05-13,Delaware,372385,38.24
2021-05-14,Delaware,375104,38.52
2021-05-15,Delaware,377646,38.78
2021-05-16,Delaware,381626,39.19
2021-05-17,Delaware,384270,39.46
2021-05-18,Delaware,385329,39.57
2021-05-19,Delaware,387630,39.81
2021-05-20,Delaware,389174,39.97
2021-05-21,Delaware,392182,40.27
2021-05-22,Delaware,396604,40.73
2021-05-23,Delaware,401016,41.18
2021-05-24,Delaware,402644,41.35
2021-05-25,Delaware,404308,41.52
2021-05-26,Delaware,406452,41.74
2021-05-27,Delaware,409468,42.05
2021-05-28,Delaware,414617,42.58
2021-05-29,Delaware,418242,42.95
2021-05-30,Delaware,420714,43.2
2021-05-31,Delaware,,
2021-06-01,Delaware,422890,43.43
2021-06-02,Delaware,423468,43.49
2021-06-03,Delaware,425004,43.65
2021-06-04,Delaware,427746,43.93
2021-06-05,Delaware,427919,43.94
2021-06-06,Delaware,433427,44.51
2021-06-07,Delaware,435574,44.73
2021-06-08,Delaware,437068,44.88
2021-06-09,Delaware,437636,44.94
2021-06-10,Delaware,438882,45.07
2021-06-11,Delaware,441638,45.35
2021-06-12,Delaware,444941,45.69
2021-06-13,Delaware,447739,45.98
2021-06-14,Delaware,450620,46.28
2021-06-15,Delaware,453498,46.57
2021-06-16,Delaware,453639,46.59
2021-06-17,Delaware,458078,47.04
2021-06-18,Delaware,460947,47.34
2021-06-19,Delaware,464073,47.66
2021-06-20,Delaware,464151,47.67
2021-06-21,Delaware,467071,47.97
2021-06-22,Delaware,468110,48.07
2021-06-23,Delaware,468987,48.16
2021-06-24,Delaware,470185,48.29
2021-06-25,Delaware,471514,48.42
2021-06-26,Delaware,473684,48.64
2021-06-27,Delaware,479348,49.23
2021-06-28,Delaware,485532,49.86
2021-06-29,Delaware,486120,49.92
2021-06-30,Delaware,487131,50.03
2021-07-01,Delaware,488301,50.15
2021-07-02,Delaware,489688,50.29
2021-07-03,Delaware,491051,50.43
2021-07-04,Delaware,492133,50.54
2021-07-05,Delaware,,
2021-07-06,Delaware,493459,50.68
2021-07-07,Delaware,493670,50.7
2021-07-08,Delaware,494517,50.78
2021-07-09,Delaware,495651,50.9
2021-07-10,Delaware,496904,51.03
2021-07-11,Delaware,497963,51.14
2021-07-12,Delaware,498672,51.21
2021-07-13,Delaware,499166,51.26
2021-07-14,Delaware,499898,51.34
2021-07-15,Delaware,500817,51.43
2021-07-16,Delaware,501985,51.55
2021-07-17,Delaware,502923,51.65
2021-07-18,Delaware,503651,51.72
2021-07-19,Delaware,504616,51.82
2021-07-20,Delaware,504923,51.85
2021-07-21,Delaware,505534,51.92
2021-07-22,Delaware,506457,52.01
2021-07-23,Delaware,507392,52.11
2021-07-24,Delaware,508416,52.21
2021-07-25,Delaware,509370,52.31
2021-07-26,Delaware,509390,52.31
2021-07-27,Delaware,510337,52.41
2021-07-28,Delaware,510834,52.46
2021-07-29,Delaware,511621,52.54
2021-07-30,Delaware,512530,52.63
2021-07-31,Delaware,513528,52.74
2021-08-01,Delaware,514398,52.83
2021-08-02,Delaware,514946,52.88
2021-08-03,Delaware,515389,52.93
2021-08-04,Delaware,515850,52.97
2021-08-05,Delaware,516584,53.05
2021-08-06,Delaware,517378,53.13
2021-08-07,Delaware,518140,53.21
2021-08-08,Delaware,518919,53.29
2021-08-09,Delaware,519502,53.35
2021-08-10,Delaware,519962,53.4
2021-08-11,Delaware,520614,53.46
2021-08-12,Delaware,521087,53.51
2021-08-13,Delaware,522104,53.62
2021-08-14,Delaware,523257,53.74
2021-08-15,Delaware,523315,53.74
2021-08-16,Delaware,524770,53.89
2021-08-17,Delaware,525051,53.92
2021-08-18,Delaware,525774,53.99
2021-08-19,Delaware,526710,54.09
2021-08-20,Delaware,527769,54.2
2021-08-21,Delaware,528902,54.32
2021-08-22,Delaware,528985,54.32
2021-08-23,Delaware,530796,54.51
2021-08-24,Delaware,531368,54.57
2021-08-25,Delaware,532119,54.65
2021-08-26,Delaware,533348,54.77
2021-08-27,Delaware,534691,54.91
2021-08-28,Delaware,535914,55.04
2021-08-29,Delaware,537021,55.15
2021-01-12,Dept of Defense,8383,
2021-01-13,Dept of Defense,8383,
2021-01-14,Dept of Defense,,
2021-01-15,Dept of Defense,17946,
2021-01-16,Dept of Defense,,
2021-01-17,Dept of Defense,,
2021-01-18,Dept of Defense,,
2021-01-19,Dept of Defense,21753,
2021-01-20,Dept of Defense,22157,
2021-01-21,Dept of Defense,25429,
2021-01-22,Dept of Defense,28602,
2021-01-23,Dept of Defense,31730,
2021-01-24,Dept of Defense,34204,
2021-01-25,Dept of Defense,35570,
2021-01-26,Dept of Defense,35570,
2021-01-27,Dept of Defense,40396,
2021-01-28,Dept of Defense,46561,
2021-01-29,Dept of Defense,53084,
2021-01-30,Dept of Defense,59440,
2021-01-31,Dept of Defense,67235,
2021-02-01,Dept of Defense,67913,
2021-02-02,Dept of Defense,68278,
2021-02-03,Dept of Defense,75347,
2021-02-04,Dept of Defense,85122,
2021-02-05,Dept of Defense,97352,
2021-02-06,Dept of Defense,111028,
2021-02-07,Dept of Defense,125455,
2021-02-08,Dept of Defense,127265,
2021-02-09,Dept of Defense,128690,
2021-02-10,Dept of Defense,135576,
2021-02-11,Dept of Defense,144383,
2021-02-12,Dept of Defense,154958,
2021-02-13,Dept of Defense,167889,
2021-02-14,Dept of Defense,179425,
2021-02-15,Dept of Defense,,
2021-02-16,Dept of Defense,180770,
2021-02-17,Dept of Defense,181856,
2021-02-18,Dept of Defense,200272,
2021-02-19,Dept of Defense,209531,
2021-02-20,Dept of Defense,219173,
2021-02-21,Dept of Defense,233595,
2021-02-22,Dept of Defense,237626,
2021-02-23,Dept of Defense,238976,
2021-02-24,Dept of Defense,249659,
2021-02-25,Dept of Defense,260819,
2021-02-26,Dept of Defense,272456,
2021-02-27,Dept of Defense,286109,
2021-02-28,Dept of Defense,303314,
2021-03-01,Dept of Defense,304072,
2021-03-02,Dept of Defense,304656,
2021-03-03,Dept of Defense,312894,
2021-03-04,Dept of Defense,322651,
2021-03-05,Dept of Defense,333385,
2021-03-06,Dept of Defense,345622,
2021-03-07,Dept of Defense,361473,
2021-03-08,Dept of Defense,365443,
2021-03-09,Dept of Defense,436245,
2021-03-10,Dept of Defense,442127,
2021-03-11,Dept of Defense,450436,
2021-03-12,Dept of Defense,461123,
2021-03-13,Dept of Defense,488731,
2021-03-14,Dept of Defense,488729,
2021-03-15,Dept of Defense,520830,
2021-03-16,Dept of Defense,525019,
2021-03-17,Dept of Defense,533479,
2021-03-18,Dept of Defense,545178,
2021-03-19,Dept of Defense,557461,
2021-03-20,Dept of Defense,571208,
2021-03-21,Dept of Defense,584738,
2021-03-22,Dept of Defense,587443,
2021-03-23,Dept of Defense,589194,
2021-03-24,Dept of Defense,593711,
2021-03-25,Dept of Defense,599739,
2021-03-26,Dept of Defense,628149,
2021-03-27,Dept of Defense,642985,
2021-03-28,Dept of Defense,660717,
2021-03-29,Dept of Defense,664748,
2021-03-30,Dept of Defense,668695,
2021-03-31,Dept of Defense,679958,
2021-04-01,Dept of Defense,695525,
2021-04-02,Dept of Defense,708267,
2021-04-03,Dept of Defense,720191,
2021-04-04,Dept of Defense,732655,
2021-04-05,Dept of Defense,735704,
2021-04-06,Dept of Defense,738516,
2021-04-07,Dept of Defense,749962,
2021-04-08,Dept of Defense,765501,
2021-04-09,Dept of Defense,779407,
2021-04-10,Dept of Defense,793818,
2021-04-11,Dept of Defense,812924,
2021-04-12,Dept of Defense,821566,
2021-04-13,Dept of Defense,829814,
2021-04-14,Dept of Defense,848793,
2021-04-15,Dept of Defense,869437,
2021-04-16,Dept of Defense,884589,
2021-04-17,Dept of Defense,904730,
2021-04-18,Dept of Defense,924946,
2021-04-19,Dept of Defense,938005,
2021-04-20,Dept of Defense,943158,
2021-04-21,Dept of Defense,956609,
2021-04-22,Dept of Defense,971114,
2021-04-23,Dept of Defense,986252,
2021-04-24,Dept of Defense,1011218,
2021-04-25,Dept of Defense,1035688,
2021-04-26,Dept of Defense,1040548,
2021-04-27,Dept of Defense,1046236,
2021-04-28,Dept of Defense,1059184,
2021-04-29,Dept of Defense,1077215,
2021-04-30,Dept of Defense,1093374,
2021-05-01,Dept of Defense,1100187,
2021-05-02,Dept of Defense,1123683,
2021-05-03,Dept of Defense,1145826,
2021-05-04,Dept of Defense,1157722,
2021-05-05,Dept of Defense,1173623,
2021-05-06,Dept of Defense,1191668,
2021-05-07,Dept of Defense,1209269,
2021-05-08,Dept of Defense,1230854,
